14,S2V7,3,1,1,2,خَتَمَ اللَّهُ عَلَىٰ قُلُوبِهِمْ وَعَلَىٰ سَمْعِهِمْ ۖ وَعَلَىٰ أَبْصَارِهِمْ غِشَاوَةٌ ۖ وَلَهُمْ عَذَابٌ عَظِيمٌ,ختم الله على قلوبهم وعلى سمعهم  وعلى أبصارهم غشاوة  ولهم عذاب عظيم,7,14,https://cdn.alquran.cloud/media/audio/ayah/ar.alafasy/14,https://cdn.islamic.network/quran/audio/128/ar.alafasy/14.mp3,https://cdn.islamic.network/quran/audio/128/ar.alafasy/14.mp3,0
15,S2V8,3,1,1,2,وَمِنَ النَّاسِ مَن يَقُولُ آمَنَّا بِاللَّهِ وَبِالْيَوْمِ الْآخِرِ وَمَا هُم بِمُؤْمِنِينَ,ومن الناس من يقول آمنا بالله وباليوم الآخر وما هم بمؤمنين,8,15,https://cdn.alquran.cloud/media/audio/ayah/ar.alafasy/15,https://cdn.islamic.network/quran/audio/128/ar.alafasy/15.mp3,https://cdn.islamic.network/quran/audio/128/ar.alafasy/15.mp3,0
16,S2V9,3,1,1,2,يُخَادِعُونَ اللَّهَ وَالَّذِينَ آمَنُوا وَمَا يَخْدَعُونَ إِلَّا أَنفُسَهُمْ وَمَا يَشْعُرُونَ,يخادعون الله والذين آمنوا وما يخدعون إلا أنفسهم وما يشعرون,9,16,https://cdn.alquran.cloud/media/audio/ayah/ar.alafasy/16,https://cdn.islamic.network/quran/audio/128/ar.alafasy/16.mp3,https://cdn.islamic.network/quran/audio/128/ar.alafasy/16.mp3,0
17,S2V10,3,1,1,2,فِي قُلُوبِهِم مَّرَضٌ فَزَادَهُمُ اللَّهُ مَرَضًا ۖ وَلَهُمْ عَذَابٌ أَلِيمٌ بِمَا كَانُوا يَكْذِبُونَ,في قلوبهم مرض فزادهم الله مرضا  ولهم عذاب أليم بما كانوا يكذبون,10,17,https://cdn.alquran.cloud/media/audio/ayah/ar.alafasy/17,https://cdn.islamic.network/quran/audio/128/ar.alafasy/17.mp3,https://cdn.islamic.network/quran/audio/128/ar.alafasy/17.mp3,0
18,S2V11,3,1,1,2,وَإِذَا قِيلَ لَهُمْ لَا تُفْسِدُوا فِي الْأَرْضِ قَالُوا إِنَّمَا نَحْنُ مُصْلِحُونَ,وإذا قيل لهم لا تفسدوا في الأرض قالوا إنما نحن مصلحون,11,18,https://cdn.alquran.cloud/media/audio/ayah/ar.alafasy/18,https://cdn.islamic.network/quran/audio/128/ar.alafasy/18.mp3,https://cdn.islamic.network/quran/audio/128/ar.alafasy/18.mp3,0
19,S2V12,3,1,1,2,أَلَا إِنَّهُمْ هُمُ الْمُفْسِدُونَ وَلَٰكِن لَّا يَشْعُرُونَ,ألا إنهم هم المفسدون ولكن لا يشعرون,12,19,https://cdn.alquran.cloud/media/audio/ayah/ar.alafasy/19,https://cdn.islamic.network/quran/audio/128/ar.alafasy/19.mp3,https://cdn.islamic.network/quran/audio/128/ar.alafasy/19.mp3,0
20,S2V13,3,1,1,2,وَإِذَا قِيلَ لَهُمْ آمِنُوا كَمَا آمَنَ النَّاسُ قَالُوا أَنُؤْمِنُ كَمَا آمَنَ السُّفَهَاءُ ۗ أَلَا إِنَّهُمْ هُمُ السُّفَهَاءُ وَلَٰكِن لَّا يَعْلَمُونَ,وإذا قيل لهم آمنوا كما آمن الناس قالوا أنؤمن كما آمن السفهاء  ألا إنهم هم السفهاء ولكن لا يعلمون,13,20,https://cdn.alquran.cloud/media/audio/ayah/ar.alafasy/20,https://cdn.islamic.network/quran/audio/128/ar.alafasy/20.mp3,https://cdn.islamic.network/quran/audio/128/ar.alafasy/20.mp3,0
21,S2V14,3,1,1,2,وَإِذَا لَقُوا الَّذِينَ آمَنُوا قَالُوا آمَنَّا وَإِذَا خَلَوْا إِلَىٰ شَيَاطِينِهِمْ قَالُوا إِنَّا مَعَكُمْ إِنَّمَا نَحْنُ مُسْتَهْزِئُونَ,وإذا لقوا الذين آمنوا قالوا آمنا وإذا خلوا إلى شياطينهم قالوا إنا معكم إنما نحن مستهزئون,14,21,https://cdn.alquran.cloud/media/audio/ayah/ar.alafasy/21,https://cdn.islamic.network/quran/audio/128/ar.alafasy/21.mp3,https://cdn.islamic.network/quran/audio/128/ar.alafasy/21.mp3,0
22,S2V15,3,1,1,2,اللَّهُ يَسْتَهْزِئُ بِهِمْ وَيَمُدُّهُمْ فِي طُغْيَانِهِمْ يَعْمَهُونَ,الله يستهزئ بهم ويمدهم في طغيانهم يعمهون,15,22,https://cdn.alquran.cloud/media/audio/ayah/ar.alafasy/22,https://cdn.islamic.network/quran/audio/128/ar.alafasy/22.mp3,https://cdn.islamic.network/quran/audio/128/ar.alafasy/22.mp3,0
23,S2V16,3,1,1,2,أُولَٰئِكَ الَّذِينَ اشْتَرَوُا الضَّلَالَةَ بِالْهُدَىٰ فَمَا رَبِحَت تِّجَارَتُهُمْ وَمَا كَانُوا مُهْتَدِينَ,أولئك الذين اشتروا الضلالة بالهدى فما ربحت تجارتهم وما كانوا مهتدين,16,23,https://cdn.alquran.cloud/media/audio/ayah/ar.alafasy/23,https://cdn.islamic.network/quran/audio/128/ar.alafasy/23.mp3,https://cdn.islamic.network/quran/audio/128/ar.alafasy/23.mp3,0
24,S2V17,4,1,1,2,مَثَلُهُمْ كَمَثَلِ الَّذِي اسْتَوْقَدَ نَارًا فَلَمَّا أَضَاءَتْ مَا حَوْلَهُ ذَهَبَ اللَّهُ بِنُورِهِمْ وَتَرَكَهُمْ فِي ظُلُمَاتٍ لَّا يُبْصِرُونَ,مثلهم كمثل الذي استوقد نارا فلما أضاءت ما حوله ذهب الله بنورهم وتركهم في ظلمات لا يبصرون,17,24,https://cdn.alquran.cloud/media/audio/ayah/ar.alafasy/24,https://cdn.islamic.network/quran/audio/128/ar.alafasy/24.mp3,https://cdn.islamic.network/quran/audio/128/ar.alafasy/24.mp3,0
25,S2V18,4,1,1,2,صُمٌّ بُكْمٌ عُمْيٌ فَهُمْ لَا يَرْجِعُونَ,صم بكم عمي فهم لا يرجعون,18,25,https://cdn.alquran.cloud/media/audio/ayah/ar.alafasy/25,https://cdn.islamic.network/quran/audio/128/ar.alafasy/25.mp3,https://cdn.islamic.network/quran/audio/128/ar.alafasy/25.mp3,0
26,S2V19,4,1,1,2,أَوْ كَصَيِّبٍ مِّنَ السَّمَاءِ فِيهِ ظُلُمَاتٌ وَرَعْدٌ وَبَرْقٌ يَجْعَلُونَ أَصَابِعَهُمْ فِي آذَانِهِم مِّنَ الصَّوَاعِقِ حَذَرَ الْمَوْتِ ۚ وَاللَّهُ مُحِيطٌ بِالْكَافِرِينَ,أو كصيب من السماء فيه ظلمات ورعد وبرق يجعلون أصابعهم في آذانهم من الصواعق حذر الموت  والله محيط بالكافرين,19,26,https://cdn.alquran.cloud/media/audio/ayah/ar.alafasy/26,https://cdn.islamic.network/quran/audio/128/ar.alafasy/26.mp3,https://cdn.islamic.network/quran/audio/128/ar.alafasy/26.mp3,0
27,S2V20,4,1,1,2,يَكَادُ الْبَرْقُ يَخْطَفُ أَبْصَارَهُمْ ۖ كُلَّمَا أَضَاءَ لَهُم مَّشَوْا فِيهِ وَإِذَا أَظْلَمَ عَلَيْهِمْ قَامُوا ۚ وَلَوْ شَاءَ اللَّهُ لَذَهَبَ بِسَمْعِهِمْ وَأَبْصَارِهِمْ ۚ إِنَّ اللَّهَ عَلَىٰ كُلِّ شَيْءٍ قَدِيرٌ,يكاد البرق يخطف أبصارهم  كلما أضاء لهم مشوا فيه وإذا أظلم عليهم قاموا  ولو شاء الله لذهب بسمعهم وأبصارهم  إن الله على كل شيء قدير,20,27,https://cdn.alquran.cloud/media/audio/ayah/ar.alafasy/27,https://cdn.islamic.network/quran/audio/128/ar.alafasy/27.mp3,https://cdn.islamic.network/quran/audio/128/ar.alafasy/27.mp3,0
28,S2V21,4,1,1,2,يَا أَيُّهَا النَّاسُ اعْبُدُوا رَبَّكُمُ الَّذِي خَلَقَكُمْ وَالَّذِينَ مِن قَبْلِكُمْ لَعَلَّكُمْ تَتَّقُونَ,يا أيها الناس اعبدوا ربكم الذي خلقكم والذين من قبلكم لعلكم تتقون,21,28,https://cdn.alquran.cloud/media/audio/ayah/ar.alafasy/28,https://cdn.islamic.network/quran/audio/128/ar.alafasy/28.mp3,https://cdn.islamic.network/quran/audio/128/ar.alafasy/28.mp3,0
29,S2V22,4,1,1,2,الَّذِي جَعَلَ لَكُمُ الْأَرْضَ فِرَاشًا وَالسَّمَاءَ بِنَاءً وَأَنزَلَ مِنَ السَّمَاءِ مَاءً فَأَخْرَجَ بِهِ مِنَ الثَّمَرَاتِ رِزْقًا لَّكُمْ ۖ فَلَا تَجْعَلُوا لِلَّهِ أَندَادًا وَأَنتُمْ تَعْلَمُونَ,الذي جعل لكم الأرض فراشا والسماء بناء وأنزل من السماء ماء فأخرج به من الثمرات رزقا لكم  فلا تجعلوا لله أندادا وأنتم تعلمون,22,29,https://cdn.alquran.cloud/media/audio/ayah/ar.alafasy/29,https://cdn.islamic.network/quran/audio/128/ar.alafasy/29.mp3,https://cdn.islamic.network/quran/audio/128/ar.alafasy/29.mp3,0
30,S2V23,4,1,1,2,وَإِن كُنتُمْ فِي رَيْبٍ مِّمَّا نَزَّلْنَا عَلَىٰ عَبْدِنَا فَأْتُوا بِسُورَةٍ مِّن مِّثْلِهِ وَادْعُوا شُهَدَاءَكُم مِّن دُونِ اللَّهِ إِن كُنتُمْ صَادِقِينَ,وإن كنتم في ريب مما نزلنا على عبدنا فأتوا بسورة من مثله وادعوا شهداءكم من دون الله إن كنتم صادقين,23,30,https://cdn.alquran.cloud/media/audio/ayah/ar.alafasy/30,https://cdn.islamic.network/quran/audio/128/ar.alafasy/30.mp3,https://cdn.islamic.network/quran/audio/128/ar.alafasy/30.mp3,0
31,S2V24,4,1,1,2,فَإِن لَّمْ تَفْعَلُوا وَلَن تَفْعَلُوا فَاتَّقُوا النَّارَ الَّتِي وَقُودُهَا النَّاسُ وَالْحِجَارَةُ ۖ أُعِدَّتْ لِلْكَافِرِينَ,فإن لم تفعلوا ولن تفعلوا فاتقوا النار التي وقودها الناس والحجارة  أعدت للكافرين,24,31,https://cdn.alquran.cloud/media/audio/ayah/ar.alafasy/31,https://cdn.islamic.network/quran/audio/128/ar.alafasy/31.mp3,https://cdn.islamic.network/quran/audio/128/ar.alafasy/31.mp3,0
32,S2V25,5,1,1,2,وَبَشِّرِ الَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ أَنَّ لَهُمْ جَنَّاتٍ تَجْرِي مِن تَحْتِهَا الْأَنْهَارُ ۖ كُلَّمَا رُزِقُوا مِنْهَا مِن ثَمَرَةٍ رِّزْقًا ۙ قَالُوا هَٰذَا الَّذِي رُزِقْنَا مِن قَبْلُ ۖ وَأُتُوا بِهِ مُتَشَابِهًا ۖ وَلَهُمْ فِيهَا أَزْوَاجٌ مُّطَهَّرَةٌ ۖ وَهُمْ فِيهَا خَالِدُونَ,وبشر الذين آمنوا وعملوا الصالحات أن لهم جنات تجري من تحتها الأنهار  كلما رزقوا منها من ثمرة رزقا  قالوا هذا الذي رزقنا من قبل  وأتوا به متشابها  ولهم فيها أزواج مطهرة  وهم فيها خالدون,25,32,https://cdn.alquran.cloud/media/audio/ayah/ar.alafasy/32,https://cdn.islamic.network/quran/audio/128/ar.alafasy/32.mp3,https://cdn.islamic.network/quran/audio/128/ar.alafasy/32.mp3,0
33,S2V26,5,2,1,2,۞ إِنَّ اللَّهَ لَا يَسْتَحْيِي أَن يَضْرِبَ مَثَلًا مَّا بَعُوضَةً فَمَا فَوْقَهَا ۚ فَأَمَّا الَّذِينَ آمَنُوا فَيَعْلَمُونَ أَنَّهُ الْحَقُّ مِن رَّبِّهِمْ ۖ وَأَمَّا الَّذِينَ كَفَرُوا فَيَقُولُونَ مَاذَا أَرَادَ اللَّهُ بِهَٰذَا مَثَلًا ۘ يُضِلُّ بِهِ كَثِيرًا وَيَهْدِي بِهِ كَثِيرًا ۚ وَمَا يُضِلُّ بِهِ إِلَّا الْفَاسِقِينَ, إن الله لا يستحيي أن يضرب مثلا ما بعوضة فما فوقها  فأما الذين آمنوا فيعلمون أنه الحق من ربهم  وأما الذين كفروا فيقولون ماذا أراد الله بهذا مثلا  يضل به كثيرا ويهدي به كثيرا  وما يضل به إلا الفاسقين,26,33,https://cdn.alquran.cloud/media/audio/ayah/ar.alafasy/33,https://cdn.islamic.network/quran/audio/128/ar.alafasy/33.mp3,https://cdn.islamic.network/quran/audio/128/ar.alafasy/33.mp3,0
34,S2V27,5,2,1,2,الَّذِينَ يَنقُضُونَ عَهْدَ اللَّهِ مِن بَعْدِ مِيثَاقِهِ وَيَقْطَعُونَ مَا أَمَرَ اللَّهُ بِهِ أَن يُوصَلَ وَيُفْسِدُونَ فِي الْأَرْضِ ۚ أُولَٰئِكَ هُمُ الْخَاسِرُونَ,الذين ينقضون عهد الله من بعد ميثاقه ويقطعون ما أمر الله به أن يوصل ويفسدون في الأرض  أولئك هم الخاسرون,27,34,https://cdn.alquran.cloud/media/audio/ayah/ar.alafasy/34,https://cdn.islamic.network/quran/audio/128/ar.alafasy/34.mp3,https://cdn.islamic.network/quran/audio/128/ar.alafasy/34.mp3,0
35,S2V28,5,2,1,2,كَيْفَ تَكْفُرُونَ بِاللَّهِ وَكُنتُمْ أَمْوَاتًا فَأَحْيَاكُمْ ۖ ثُمَّ يُمِيتُكُمْ ثُمَّ يُحْيِيكُمْ ثُمَّ إِلَيْهِ تُرْجَعُونَ,كيف تكفرون بالله وكنتم أمواتا فأحياكم  ثم يميتكم ثم يحييكم ثم إليه ترجعون,28,35,https://cdn.alquran.cloud/media/audio/ayah/ar.alafasy/35,https://cdn.islamic.network/quran/audio/128/ar.alafasy/35.mp3,https://cdn.islamic.network/quran/audio/128/ar.alafasy/35.mp3,0
36,S2V29,5,2,1,2,هُوَ الَّذِي خَلَقَ لَكُم مَّا فِي الْأَرْضِ جَمِيعًا ثُمَّ اسْتَوَىٰ إِلَى السَّمَاءِ فَسَوَّاهُنَّ سَبْعَ سَمَاوَاتٍ ۚ وَهُوَ بِكُلِّ شَيْءٍ عَلِيمٌ,هو الذي خلق لكم ما في الأرض جميعا ثم استوى إلى السماء فسواهن سبع سماوات  وهو بكل شيء عليم,29,36,https://cdn.alquran.cloud/media/audio/ayah/ar.alafasy/36,https://cdn.islamic.network/quran/audio/128/ar.alafasy/36.mp3,https://cdn.islamic.network/quran/audio/128/ar.alafasy/36.mp3,0
37,S2V30,6,2,1,2,وَإِذْ قَالَ رَبُّكَ لِلْمَلَائِكَةِ إِنِّي جَاعِلٌ فِي الْأَرْضِ خَلِيفَةً ۖ قَالُوا أَتَجْعَلُ فِيهَا مَن يُفْسِدُ فِيهَا وَيَسْفِكُ الدِّمَاءَ وَنَحْنُ نُسَبِّحُ بِحَمْدِكَ وَنُقَدِّسُ لَكَ ۖ قَالَ إِنِّي أَعْلَمُ مَا لَا تَعْلَمُونَ,وإذ قال ربك للملائكة إني جاعل في الأرض خليفة  قالوا أتجعل فيها من يفسد فيها ويسفك الدماء ونحن نسبح بحمدك ونقدس لك  قال إني أعلم ما لا تعلمون,30,37,https://cdn.alquran.cloud/media/audio/ayah/ar.alafasy/37,https://cdn.islamic.network/quran/audio/128/ar.alafasy/37.mp3,https://cdn.islamic.network/quran/audio/128/ar.alafasy/37.mp3,0
38,S2V31,6,2,1,2,وَعَلَّمَ آدَمَ الْأَسْمَاءَ كُلَّهَا ثُمَّ عَرَضَهُمْ عَلَى الْمَلَائِكَةِ فَقَالَ أَنبِئُونِي بِأَسْمَاءِ هَٰؤُلَاءِ إِن كُنتُمْ صَادِقِينَ,وعلم آدم الأسماء كلها ثم عرضهم على الملائكة فقال أنبئوني بأسماء هؤلاء إن كنتم صادقين,31,38,https://cdn.alquran.cloud/media/audio/ayah/ar.alafasy/38,https://cdn.islamic.network/quran/audio/128/ar.alafasy/38.mp3,https://cdn.islamic.network/quran/audio/128/ar.alafasy/38.mp3,0
39,S2V32,6,2,1,2,قَالُوا سُبْحَانَكَ لَا عِلْمَ لَنَا إِلَّا مَا عَلَّمْتَنَا ۖ إِنَّكَ أَنتَ الْعَلِيمُ الْحَكِيمُ,قالوا سبحانك لا علم لنا إلا ما علمتنا  إنك أنت العليم الحكيم,32,39,https://cdn.alquran.cloud/media/audio/ayah/ar.alafasy/39,https://cdn.islamic.network/quran/audio/128/ar.alafasy/39.mp3,https://cdn.islamic.network/quran/audio/128/ar.alafasy/39.mp3,0
40,S2V33,6,2,1,2,قَالَ يَا آدَمُ أَنبِئْهُم بِأَسْمَائِهِمْ ۖ فَلَمَّا أَنبَأَهُم بِأَسْمَائِهِمْ قَالَ أَلَمْ أَقُل لَّكُمْ إِنِّي أَعْلَمُ غَيْبَ السَّمَاوَاتِ وَالْأَرْضِ وَأَعْلَمُ مَا تُبْدُونَ وَمَا كُنتُمْ تَكْتُمُونَ,قال يا آدم أنبئهم بأسمائهم  فلما أنبأهم بأسمائهم قال ألم أقل لكم إني أعلم غيب السماوات والأرض وأعلم ما تبدون وما كنتم تكتمون,33,40,https://cdn.alquran.cloud/media/audio/ayah/ar.alafasy/40,https://cdn.islamic.network/quran/audio/128/ar.alafasy/40.mp3,https://cdn.islamic.network/quran/audio/128/ar.alafasy/40.mp3,0
41,S2V34,6,2,1,2,وَإِذْ قُلْنَا لِلْمَلَائِكَةِ اسْجُدُوا لِآدَمَ فَسَجَدُوا إِلَّا إِبْلِيسَ أَبَىٰ وَاسْتَكْبَرَ وَكَانَ مِنَ الْكَافِرِينَ,وإذ قلنا للملائكة اسجدوا لآدم فسجدوا إلا إبليس أبى واستكبر وكان من الكافرين,34,41,https://cdn.alquran.cloud/media/audio/ayah/ar.alafasy/41,https://cdn.islamic.network/quran/audio/128/ar.alafasy/41.mp3,https://cdn.islamic.network/quran/audio/128/ar.alafasy/41.mp3,0
42,S2V35,6,2,1,2,وَقُلْنَا يَا آدَمُ اسْكُنْ أَنتَ وَزَوْجُكَ الْجَنَّةَ وَكُلَا مِنْهَا رَغَدًا حَيْثُ شِئْتُمَا وَلَا تَقْرَبَا هَٰذِهِ الشَّجَرَةَ فَتَكُونَا مِنَ الظَّالِمِينَ,وقلنا يا آدم اسكن أنت وزوجك الجنة وكلا منها رغدا حيث شئتما ولا تقربا هذه الشجرة فتكونا من الظالمين,35,42,https://cdn.alquran.cloud/media/audio/ayah/ar.alafasy/42,https://cdn.islamic.network/quran/audio/128/ar.alafasy/42.mp3,https://cdn.islamic.network/quran/audio/128/ar.alafasy/42.mp3,0
43,S2V36,6,2,1,2,فَأَزَلَّهُمَا الشَّيْطَانُ عَنْهَا فَأَخْرَجَهُمَا مِمَّا كَانَا فِيهِ ۖ وَقُلْنَا اهْبِطُوا بَعْضُكُمْ لِبَعْضٍ عَدُوٌّ ۖ وَلَكُمْ فِي الْأَرْضِ مُسْتَقَرٌّ وَمَتَاعٌ إِلَىٰ حِينٍ,فأزلهما الشيطان عنها فأخرجهما مما كانا فيه  وقلنا اهبطوا بعضكم لبعض عدو  ولكم في الأرض مستقر ومتاع إلى حين,36,43,https://cdn.alquran.cloud/media/audio/ayah/ar.alafasy/43,https://cdn.islamic.network/quran/audio/128/ar.alafasy/43.mp3,https://cdn.islamic.network/quran/audio/128/ar.alafasy/43.mp3,0
44,S2V37,6,2,1,2,فَتَلَقَّىٰ آدَمُ مِن رَّبِّهِ كَلِمَاتٍ فَتَابَ عَلَيْهِ ۚ إِنَّهُ هُوَ التَّوَّابُ الرَّحِيمُ,فتلقى آدم من ربه كلمات فتاب عليه  إنه هو التواب الرحيم,37,44,https://cdn.alquran.cloud/media/audio/ayah/ar.alafasy/44,https://cdn.islamic.network/quran/audio/128/ar.alafasy/44.mp3,https://cdn.islamic.network/quran/audio/128/ar.alafasy/44.mp3,0
45,S2V38,7,2,1,2,قُلْنَا اهْبِطُوا مِنْهَا جَمِيعًا ۖ فَإِمَّا يَأْتِيَنَّكُم مِّنِّي هُدًى فَمَن تَبِعَ هُدَايَ فَلَا خَوْفٌ عَلَيْهِمْ وَلَا هُمْ يَحْزَنُونَ,قلنا اهبطوا منها جميعا  فإما يأتينكم مني هدى فمن تبع هداي فلا خوف عليهم ولا هم يحزنون,38,45,https://cdn.alquran.cloud/media/audio/ayah/ar.alafasy/45,https://cdn.islamic.network/quran/audio/128/ar.alafasy/45.mp3,https://cdn.islamic.network/quran/audio/128/ar.alafasy/45.mp3,0
46,S2V39,7,2,1,2,وَالَّذِينَ كَفَرُوا وَكَذَّبُوا بِآيَاتِنَا أُولَٰئِكَ أَصْحَابُ النَّارِ ۖ هُمْ فِيهَا خَالِدُونَ,والذين كفروا وكذبوا بآياتنا أولئك أصحاب النار  هم فيها خالدون,39,46,https://cdn.alquran.cloud/media/audio/ayah/ar.alafasy/46,https://cdn.islamic.network/quran/audio/128/ar.alafasy/46.mp3,https://cdn.islamic.network/quran/audio/128/ar.alafasy/46.mp3,0
47,S2V40,7,2,1,2,يَا بَنِي إِسْرَائِيلَ اذْكُرُوا نِعْمَتِيَ الَّتِي أَنْعَمْتُ عَلَيْكُمْ وَأَوْفُوا بِعَهْدِي أُوفِ بِعَهْدِكُمْ وَإِيَّايَ فَارْهَبُونِ,يا بني إسرائيل اذكروا نعمتي التي أنعمت عليكم وأوفوا بعهدي أوف بعهدكم وإياي فارهبون,40,47,https://cdn.alquran.cloud/media/audio/ayah/ar.alafasy/47,https://cdn.islamic.network/quran/audio/128/ar.alafasy/47.mp3,https://cdn.islamic.network/quran/audio/128/ar.alafasy/47.mp3,0
48,S2V41,7,2,1,2,وَآمِنُوا بِمَا أَنزَلْتُ مُصَدِّقًا لِّمَا مَعَكُمْ وَلَا تَكُونُوا أَوَّلَ كَافِرٍ بِهِ ۖ وَلَا تَشْتَرُوا بِآيَاتِي ثَمَنًا قَلِيلًا وَإِيَّايَ فَاتَّقُونِ,وآمنوا بما أنزلت مصدقا لما معكم ولا تكونوا أول كافر به  ولا تشتروا بآياتي ثمنا قليلا وإياي فاتقون,41,48,https://cdn.alquran.cloud/media/audio/ayah/ar.alafasy/48,https://cdn.islamic.network/quran/audio/128/ar.alafasy/48.mp3,https://cdn.islamic.network/quran/audio/128/ar.alafasy/48.mp3,0
